"","Subject","Group","Block","ColorTMS.Block.","Confidence.RESP.Block.","correctResponseButton","correctRT.Block.","GrayTMS.Block.","leftStimulus.Block.","Number.Block.","NumberResponse.Block.","PracticeList","PracticeList.Cycle","PracticeList.Sample","Reaction.RT.Block.","Response.RESP.Block.","ResponseAccuracy.Block.","responseHand","rightStimulus.Block.","Running.Block.","StimulusColor.Block.","TMS","Trial","Hemisphere","Procedure.Trial.","Running.Trial.","SubTrial","CenterColorList","CenterColorList.Cycle","CenterColorList.Sample","LeftColorList","LeftColorList.Cycle","LeftColorList.Sample","Procedure.SubTrial.","RightColorList","RightColorList.Cycle","RightColorList.Sample","Running.SubTrial.","StimulusColor.SubTrial.","VariOhje","VariOhje2","LogLevel5","CenterTrialList","CenterTrialList.Cycle","CenterTrialList.Sample","ColorTMS.LogLevel5.","Confidence.RESP.LogLevel5.","correctRT.LogLevel5.","GrayTMS.LogLevel5.","leftStimulus.LogLevel5.","LeftTrialList","LeftTrialList.Cycle","LeftTrialList.Sample","Number.LogLevel5.","NumberResponse.LogLevel5.","Procedure.LogLevel5.","Reaction.RT.LogLevel5.","Response.RESP.LogLevel5.","ResponseAccuracy.LogLevel5.","rightStimulus.LogLevel5.","RightTrialList","RightTrialList.Cycle","RightTrialList.Sample","Running.LogLevel5.","virhe","expTrial","virhe.edellinen"
"3483","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",43,NA,NA,NA,1,4,281,0,1,3,3,163,"2",1,"LeftTrialProc",264,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3485","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",45,NA,NA,NA,0,4,478,1,1,1,3,165,"1",1,"LeftTrialProc",461,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3486","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",46,NA,NA,NA,1,4,288,0,1,3,3,166,"2",1,"LeftTrialProc",271,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3487","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",47,NA,NA,NA,0,4,263,1,1,1,3,167,"1",1,"LeftTrialProc",246,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3489","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",49,NA,NA,NA,0,4,290,1,1,1,3,169,"1",1,"LeftTrialProc",273,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3490","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",50,NA,NA,NA,0,4,344,1,1,1,3,170,"1",1,"LeftTrialProc",326,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3492","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",52,NA,NA,NA,1,4,442,0,1,3,3,172,"2",1,"LeftTrialProc",425,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3493","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",53,NA,NA,NA,0,4,281,1,1,1,3,173,"1",1,"LeftTrialProc",264,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3494","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",54,NA,NA,NA,0,4,255,1,1,1,3,174,"1",1,"LeftTrialProc",239,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3495","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",55,NA,NA,NA,0,4,295,1,1,1,3,175,"1",1,"LeftTrialProc",278,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3497","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",57,NA,NA,NA,0,4,261,1,1,1,3,177,"1",1,"LeftTrialProc",244,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3500","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",1,NA,NA,NA,1,2,3,"LeftColorProc",NA,NA,NA,"LeftColorList","Red","PUNAISEN","punai",60,NA,NA,NA,1,4,388,0,1,3,3,180,"2",1,"LeftTrialProc",371,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3501","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",1,NA,NA,NA,0,4,263,1,1,1,4,181,"1",1,"LeftTrialProc",246,1,1,0,NA,NA,NA,"LeftTrialList",0,1,NA
"3503","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",3,NA,NA,NA,0,4,280,1,1,1,4,183,"1",1,"LeftTrialProc",263,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3507","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",7,NA,NA,NA,0,4,287,1,1,1,4,187,"1",1,"LeftTrialProc",271,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3509","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",9,NA,NA,NA,1,4,287,0,1,3,4,189,"2",1,"LeftTrialProc",270,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3510","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",10,NA,NA,NA,0,4,247,1,1,1,4,190,"1",1,"LeftTrialProc",230,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3511","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",11,NA,NA,NA,0,4,254,1,1,1,4,191,"1",1,"LeftTrialProc",237,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3513","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",13,NA,NA,NA,0,4,282,1,1,1,4,193,"1",1,"LeftTrialProc",265,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3514","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",14,NA,NA,NA,1,4,267,0,1,3,4,194,"2",1,"LeftTrialProc",251,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3515","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",15,NA,NA,NA,1,4,295,0,1,3,4,195,"2",1,"LeftTrialProc",278,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3517","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",17,NA,NA,NA,0,4,274,1,1,1,4,197,"1",1,"LeftTrialProc",257,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3518","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",18,NA,NA,NA,1,4,274,0,1,3,4,198,"2",1,"LeftTrialProc",257,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3519","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",19,NA,NA,NA,1,4,243,0,1,3,4,199,"2",1,"LeftTrialProc",226,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3521","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",21,NA,NA,NA,1,4,247,0,1,3,4,201,"2",1,"LeftTrialProc",230,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3522","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",22,NA,NA,NA,0,4,300,1,1,1,4,202,"1",1,"LeftTrialProc",283,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3523","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",23,NA,NA,NA,0,4,314,1,1,1,4,203,"1",1,"LeftTrialProc",297,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3524","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",24,NA,NA,NA,1,4,307,0,1,3,4,204,"2",1,"LeftTrialProc",290,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3525","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",25,NA,NA,NA,1,4,303,0,1,3,4,205,"2",1,"LeftTrialProc",286,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3527","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",27,NA,NA,NA,0,4,292,1,1,1,4,207,"1",1,"LeftTrialProc",275,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3529","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",29,NA,NA,NA,1,4,257,0,1,3,4,209,"2",1,"LeftTrialProc",240,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3533","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",33,NA,NA,NA,1,4,278,0,1,3,4,213,"2",1,"LeftTrialProc",261,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3534","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",34,NA,NA,NA,0,4,291,1,1,1,4,214,"1",1,"LeftTrialProc",274,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3538","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",38,NA,NA,NA,0,4,337,1,1,1,4,218,"1",1,"LeftTrialProc",320,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3539","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",39,NA,NA,NA,1,4,288,0,1,3,4,219,"2",1,"LeftTrialProc",272,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3541","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",41,NA,NA,NA,0,4,289,1,1,1,4,221,"1",1,"LeftTrialProc",272,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3542","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",42,NA,NA,NA,1,4,292,0,1,3,4,222,"2",1,"LeftTrialProc",275,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3543","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",43,NA,NA,NA,0,4,272,1,1,1,4,223,"1",1,"LeftTrialProc",255,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3544","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",44,NA,NA,NA,1,4,265,0,1,3,4,224,"2",1,"LeftTrialProc",249,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3545","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",45,NA,NA,NA,1,4,271,0,1,3,4,225,"2",1,"LeftTrialProc",254,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3546","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",46,NA,NA,NA,0,4,268,1,1,1,4,226,"1",1,"LeftTrialProc",251,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3547","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",47,NA,NA,NA,0,4,242,1,1,1,4,227,"1",1,"LeftTrialProc",226,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3550","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",50,NA,NA,NA,0,4,436,1,1,1,4,230,"1",1,"LeftTrialProc",419,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3551","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",51,NA,NA,NA,1,4,291,0,1,3,4,231,"2",1,"LeftTrialProc",274,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3553","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",53,NA,NA,NA,1,4,262,0,1,3,4,233,"2",1,"LeftTrialProc",245,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3554","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",54,NA,NA,NA,1,4,294,0,1,3,4,234,"2",1,"LeftTrialProc",277,1,0,1,NA,NA,NA,"LeftTrialList",0,1,0
"3555","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",55,NA,NA,NA,0,4,321,1,1,1,4,235,"1",1,"LeftTrialProc",304,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3557","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",57,NA,NA,NA,0,4,293,1,1,1,4,237,"1",1,"LeftTrialProc",276,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3559","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,1,"Left","LeftHemiProc","HemiList",2,NA,NA,NA,2,2,4,"LeftColorProc",NA,NA,NA,"LeftColorList","Blue","SINISEN","sini",59,NA,NA,NA,0,4,250,1,1,1,4,239,"1",1,"LeftTrialProc",234,1,1,0,NA,NA,NA,"LeftTrialList",0,1,0
"3683","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",3,NA,NA,NA,0,4,303,1,0,NA,NA,NA,"1",1,"RightTrialProc",286,1,1,1,2,3,123,"RightTrialList",0,1,0
"3688","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",8,NA,NA,NA,1,4,322,0,1,NA,NA,NA,"2",1,"RightTrialProc",306,1,0,1,3,3,128,"RightTrialList",0,1,0
"3690","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",10,NA,NA,NA,0,4,355,1,0,NA,NA,NA,"1",1,"RightTrialProc",338,1,1,1,2,3,130,"RightTrialList",0,1,0
"3692","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",12,NA,NA,NA,0,4,337,1,0,NA,NA,NA,"1",1,"RightTrialProc",320,1,1,1,2,3,132,"RightTrialList",0,1,0
"3693","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",13,NA,NA,NA,0,4,298,1,0,NA,NA,NA,"1",1,"RightTrialProc",281,1,1,1,2,3,133,"RightTrialList",0,1,0
"3703","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",23,NA,NA,NA,0,4,391,1,0,NA,NA,NA,"1",1,"RightTrialProc",374,1,1,1,2,3,143,"RightTrialList",0,1,0
"3706","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",26,NA,NA,NA,0,4,324,1,0,NA,NA,NA,"1",1,"RightTrialProc",307,1,1,1,2,3,146,"RightTrialList",0,1,0
"3708","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",28,NA,NA,NA,0,4,407,1,0,NA,NA,NA,"1",1,"RightTrialProc",390,1,1,1,2,3,148,"RightTrialList",0,1,0
"3716","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",36,NA,NA,NA,0,4,314,1,0,NA,NA,NA,"1",1,"RightTrialProc",298,1,1,1,2,3,156,"RightTrialList",0,1,0
"3725","5",1,42,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VASENTA",NA,"ResponseHandList","",1,3,"Right","RightHemiProc","HemiList",1,NA,NA,NA,NA,NA,NA,"RightColorProc",1,2,3,"RightColorList","Red","PUNAISEN","punai",45,NA,NA,NA,0,4,288,1,0,NA,NA,NA,"1",1,"RightTrialProc",272,1,1,1,2,3,165,"RightTrialList",0,1,0
